name,currency,capital,languages,latitude,longitude,area,subregion,borders,GDP,GDP Growth,Interest Rate,Inflation Rate,Jobless Rate,Gov. Budget,Debt/GDP,Current Account,Population,region_Americas,region_Asia,region_Europe,region_Oceania
Tunisia,Tunisian dinar,Tunis,Arabic,0.7075471698113207,0.3963365647260458,0.009568702988809028,Northern Africa,"['DZA', 'LBY']",0.0017475927766165235,0.6028368794326242,0.12662502110417018,0.07951408061844284,0.4712990936555891,0.2806122448979592,0.28735632183908044,0.45786963434022254,0.008416432285008097,False,False,False,False
Vietnam,Vietnamese đồng,Hanoi,Vietnamese,0.5393081760377358,0.7492308333065538,0.019370998441209153,South-Eastern Asia,"['KHM', 'CHN', 'LAO']",0.016242332865024158,0.7229314420803783,0.07597501266250212,0.06786305908337935,0.06465256797583081,0.3469387755102041,0.11345939933259176,0.5977742448330683,0.07191965680843206,False,True,False,False
Ecuador,United States dollar,Quito,Spanish,0.36792452830188677,0.0874796922143074,0.016191080504415752,South America,"['COL', 'PER']",0.004214782578898674,0.642080378250591,0.14350835725139288,0.054224185532854775,0.13293051359516614,0.4005102040816327,0.17908787541713014,0.5453100158982511,0.012734736782294951,True,False,False,False
Puerto Rico,United States dollar,San Juan,English,0.5589622641509433,0.12675628871869032,0.000518648703631074,Caribbean,"['CHN', 'IND']",0.00424904910393037,0.5768321513002365,0.08863751477291913,0.05687465488680287,0.16918429003021146,0.36798469387755106,0.1950315164998146,0.48489666136724957,0.002244381942668826,True,False,False,False
United States,United States dollar,"Washington, D.C.",English,0.7452830188679245,0.01785299841108312,0.5481621494939387,North America,"['CAN', 'MEX']",1.0,0.6312056737588653,0.07597501266250212,0.06515737161789067,0.12386706948640483,0.2857142857142857,0.45235446792732664,0.4387917329093799,0.2422725077416972,True,False,False,False
Israel,Israeli new shekel,Jerusalem,Arabic,0.6836792452830188,0.4896363344223663,0.0012146267700238467,Western Asia,"['EGY', 'JOR', 'LBN', 'PSE', 'SYR']",0.018435390467052736,0.5815602836879433,0.07597501266250212,0.06736609607951408,0.08761329305135951,0.2755102040816327,0.24731182795698925,0.5516693163751987,0.007052757180601723,False,True,False,False
United Kingdom,British pound,London,English,0.8962264150943395,0.35705996822166286,0.014206022390849612,Northern Europe,['IRL'],0.1247986841654388,0.5673758865248227,0.06753334458889076,0.07123136388735504,0.1389728096676737,0.326530612244898,0.3470522803114572,0.45786963434022254,0.04914202108014433,False,False,True,False
Myanmar,Burmese kyat,Naypyidaw,Burmese,0.5943396226415094,0.7141199364433257,0.03956991952337775,South-Eastern Asia,"['BGD', 'CHN', 'IND', 'LAO', 'THA']",0.0024671898022821507,0.5768321513002365,0.15195002532500423,0.20806184428492547,0.08761329305135951,0.3035714285714286,0.21876158694846123,0.4133545310015898,0.03868007613852666,False,True,False,False
Poland,Polish złoty,Warsaw,Polish,0.8773584905660377,0.4356131612304287,0.018287085709742155,Central Europe,"['BLR', 'CZE', 'DEU', 'LTU', 'RUS', 'SVK', 'UKR']",0.03128533735393894,0.5791962174940899,0.08441668073611346,0.06736609607951408,0.1540785498489426,0.2806122448979592,0.19651464590285503,0.5007949125596184,0.025895622034716896,False,False,True,False
Afghanistan,Afghan afghani,Kabul,Dari,0.6981132075471698,0.5962901469301769,0.03814591330820706,Southern Asia,"['IRN', 'PAK', 'TKM', 'UZB', 'TJK', 'CHN']",0.0005139978754754481,0.5768321513002365,0.252237042039507,0.05135284373274434,0.3987915407854985,0.326530612244898,0.022246941045606233,0.2257551669316375,0.025327424074547574,False,True,False,False
Kenya,Kenyan shilling,Nairobi,English,0.3962264150943396,0.499883955510328,0.03394296609936808,Eastern Africa,"['ETH', 'SOM', 'SSD', 'TZA', 'UGA']",0.004214782578898674,0.5791962174940899,0.16039169339861556,0.07288790723357261,0.16012084592145015,0.3239795918367347,0.2343344456803856,0.44356120826709056,0.03718855649308219,False,False,False,False
Angola,Angolan kwanza,Luanda,Portuguese,0.2688679245283019,0.43025726170710377,0.07291381928539291,Middle Africa,"['COG', 'COD', 'ZMB', 'NAM']",0.00267278895247233,0.6146572104018913,0.32922505487084247,0.15781336278299282,0.8851963746223565,0.4107142857142857,0.20726733407489806,0.5866454689984101,0.024915480553424813,False,False,False,False
Bhutan,Bhutanese ngultrum,Thimphu,Dzongkha,0.6462264150943395,0.687340438826701,0.0022453761349067224,Southern Asia,"['CHN', 'IND']",3.4266525031696545e-05,0.5768321513002365,0.10771568461928077,0.07040309221424627,0.10574018126888217,0.44387755102040816,0.39110122358175753,0.15580286168521462,0.0005255831131566238,False,True,False,False
Malta,Euro,Valletta,English,0.7258254716981132,0.415529966257833,1.836329355344561e-05,Southern Europe,"['CHN', 'IND']",0.0007538635506973239,0.6099290780141844,0.036299172716528785,0.06405300938707896,0.07854984894259819,0.35459183673469385,0.1672228401928068,0.5914149443561207,0.0003764311486121764,False,False,True,False
Russia,Russian ruble,Moscow,Russian,0.9528301886792452,0.721261135807759,1.0,Eastern Europe,"['AZE', 'BLR', 'CHN', 'EST', 'FIN', 'GEO', 'KAZ', 'PRK', 'LVA', 'LTU', 'MNG', 'NOR', 'POL', 'UKR']",0.07442689236884488,0.541371158392435,0.30390005065000847,0.09884041965764771,0.0634441087613293,0.4056122448979592,0.05228031145717464,0.546899841017488,0.1038097673229353,False,False,True,False
Nepal,Nepalese rupee,Kathmandu,Nepali,0.6509433962264151,0.664131540892293,0.008607843858324417,Southern Asia,"['CHN', 'IND']",0.001404927526299558,0.5768321513002365,0.10130001688333615,0.06526780784097183,0.3202416918429003,0.21938775510204084,0.14942528735632185,0.5834658187599363,0.021030427000767068,False,True,False,False
Iraq,Iraqi dinar,Baghdad,Arabic,0.6981132075471698,0.5213075536036278,0.025635093466503094,Western Asia,"['IRN', 'JOR', 'KWT', 'SAU', 'SYR', 'TUR']",0.009526093958811637,0.5768321513002365,0.0928583488097248,0.046935394809497516,0.4652567975830816,0.4107142857142857,0.15053763440860216,0.4705882352941176,0.032671382709736074,False,True,False,False
Sudan,Sudanese pound,Khartoum,Arabic,0.5283018867924528,0.47131915805259494,0.11030760956719243,Northern Africa,"['CAF', 'TCD', 'EGY', 'ERI', 'ETH', 'LBY', 'SSD']",0.001644793201521434,0.5768321513002365,0.4777984129664022,0.8597459966869133,0.6253776435045317,0.3673469387755102,1.0000000000000002,0.4133545310015898,0.03580357396516947,False,False,False,False
Djibouti,Djiboutian franc,Djibouti,Arabic,0.4952830188679245,0.5177369539214112,0.001356746660892287,Eastern Africa,"['ERI', 'ETH', 'SOM']",6.853305006339308e-05,0.5768321513002365,0.18909336484889414,0.046935394809497516,0.7794561933534743,0.4362244897959184,0.15832406377456434,0.5993640699523052,0.0008025796187391687,False,False,False,False
Mozambique,Mozambican metical,Maputo,Portuguese,0.21462264150943394,0.4891721564636781,0.046881315324713325,Eastern Africa,"['MWI', 'ZAF', 'SWZ', 'TZA', 'ZMB', 'ZWE']",0.0006853305006339307,0.607565011820331,0.1730541955090326,0.07211485367200442,0.7534743202416918,0.32142857142857145,0.2766036336670375,0.3243243243243243,0.023580215347026905,False,False,False,False
South Africa,South African rand,Pretoria,Afrikaans,0.1132075471698113,0.4498955599592952,0.07141290456960822,Southern Africa,"['BWA', 'LSO', 'MOZ', 'NAM', 'SWZ', 'ZWE']",0.013638076962615223,0.5626477541371159,0.11818335303055884,0.06957482054113749,1.0,0.32142857142857145,0.2766036336670375,0.49125596184419706,0.04473138441432996,False,False,False,False
Liechtenstein,Swiss franc,Vaduz,German,0.8327044024528301,0.3982408845446593,9.23954747300254e-06,Western Europe,"['AUT', 'CHE']",0.00020559915019017924,0.5768321513002365,0.08863751477291913,0.05135284373274434,0.045317220543806644,0.36798469387755106,0.1950315164998146,0.48489666136724957,0.0,False,False,True,False
Burundi,Burundian franc,Gitega,French,0.35377358490566035,0.47131915805259494,0.001627768707922884,Eastern Africa,"['COD', 'RWA', 'TZA']",0.0,0.5768321513002365,0.2026000337666723,0.27995582551076753,0.02416918429003021,0.32142857142857145,0.040044493882091206,0.3656597774244833,0.00995056677746527,False,False,False,False
Rwanda,Rwandan franc,Kigali,English,0.36792452830188677,0.47131915805259494,0.001540274322433507,Eastern Africa,"['BDI', 'COD', 'TZA', 'UGA']",0.0004111983003803585,0.5366430260047281,0.11396251899375316,0.09000552181115407,0.40181268882175225,0.288265306122449,0.2406377456433074,0.28616852146263905,0.009773004914912356,False,False,False,False
Belgium,Euro,Brussels,German,0.8663522012264151,0.3784835663149626,0.0017853287844659203,Western Europe,"['FRA', 'DEU', 'LUX', 'NLD']",0.022718706096014805,0.5650118203309693,0.036299172716528785,0.060850358917725014,0.19335347432024166,0.33418367346938777,0.37968112717834634,0.48648648648648646,0.008423534759510213,False,False,True,False
Jordan,Jordanian dinar,Amman,Arabic,0.6792452830188679,0.49274275614589474,0.005225098027896553,Western Asia,"['IRQ', 'ISR', 'PSE', 'SAU', 'SYR']",0.0017475927766165235,0.5768321513002365,0.1097416849569475,0.059525124240750966,0.6404833836858006,0.3137755102040817,0.3259176863181313,0.4213036565977742,0.008302792692974233,False,True,False,False
Equatorial Guinea,Central African CFA franc,Malabo,French,0.40566037735849053,0.3999071644082624,0.0016404600726629877,Middle Africa,"['CMR', 'GAB']",0.00037693177534866196,0.5768321513002365,0.07597501266250212,0.07233572611816676,0.23262839879154076,0.41836734693877553,0.1256952169076752,0.4626391096979332,0.0013139577828915595,False,False,False,False
Spain,Euro,Madrid,Spanish,0.7641509433962264,0.3499187688572296,0.029593103184413255,Southern Europe,"['AND', 'FRA', 'GIB', 'PRT', 'MAR']",0.05897268957954974,0.5768321513002365,0.036299172716528785,0.06515737161789067,0.3078549848942598,0.3673469387755102,0.3689284390063033,0.5500794912559618,0.0348305349583795,False,False,True,False
Kyrgyzstan,Kyrgyzstani som,Bishkek,Kyrgyz,0.7735849056603773,0.6319961437523433,0.01169412642668968,Central Asia,"['CHN', 'KAZ', 'TJK', 'UZB']",0.0005139978754754481,0.5768321513002365,0.15617085936180988,0.09884041965764771,0.045317220543806644,0.5102040816326531,0.0875046347793845,0.10015898251192368,0.005156396488536606,False,True,False,False
Mauritania,Mauritanian ouguiya,Nouakchott,Arabic,0.5754716981132075,0.32135397139949656,0.060280940097087114,Western Africa,"['DZA', 'MLI', 'SEN', 'ESH']",0.00030839872528526884,0.5768321513002365,0.11396251899375316,0.05742683600220872,0.3102719033232628,0.42091836734693877,0.14089729328883943,0.35771065182829886,0.003643569419585784,False,False,False,False
Malawi,Malawian kwacha,Lilongwe,English,0.25943396226415094,0.4856015567814615,0.006929483978385476,Eastern Africa,"['MOZ', 'TZA', 'ZMB']",0.00030839872528526884,0.5768321513002365,0.43896673982779,0.20099392600773053,0.14803625377643503,0.23979591836734698,0.3166481275491287,0.19077901430842603,0.014389613341288106,False,False,False,False
Panama,Panamanian balboa,Panama City,Spanish,0.4716981132075471,0.07855319300876584,0.004410686719113414,Central America,"['COL', 'CRI']",0.002878388102662509,0.5768321513002365,0.03613033935505656,0.048260629486471564,0.283987915407855,0.26147959183673475,0.20133481646273638,0.49443561208267084,0.0031819085769482086,True,False,False,False
Thailand,Thai baht,Bangkok,Thai,0.5283018867924528,0.721261135807759,0.030009988197627346,South-Eastern Asia,"['MMR', 'KHM', 'LAO', 'MYS']",0.017955659116608985,0.574468085106383,0.025325004220834037,0.04638321369409166,0.02447129909365559,0.39285714285714285,0.22766036336670376,0.5230524642289348,0.04688343418847126,False,True,False,False
Turkey,Turkish lira,Ankara,Turkish,0.7547169811320754,0.4891721564636781,0.04582693779690417,Western Asia,"['ARM', 'AZE', 'BGR', 'GEO', 'GRC', 'IRN', 'IRQ', 'SYR']",0.04526607956687113,0.5839243498817968,0.7259834543305758,0.2353395913859746,0.256797583081571,0.3239795918367347,0.08305524657026325,0.4880763116057233,0.06081848916162391,False,True,False,False
Philippines,Philippine peso,Manila,English,0.5094339622641509,0.7998143288165248,0.020022585973787463,South-Eastern Asia,"['CHN', 'IND']",0.015762601514580407,0.5957446808510639,0.08863751477291913,0.05521811154058531,0.10876132930513595,0.3035714285714286,0.21653689284390065,0.4403815580286168,0.08015852723088725,False,True,False,False
Slovenia,Euro,Ljubljana,Slovene,0.8218553458490565,0.4171055528538018,0.0011855594507803838,Central Europe,"['AUT', 'HRV', 'ITA', 'HUN']",0.0023986567522187576,0.5768321513002365,0.036299172716528785,0.06570955273329651,0.1268882175226586,0.4260204081632653,0.23989618094178716,0.5707472178060413,0.00147731469644024,False,False,True,False
United Arab Emirates,United Arab Emirates dirham,Abu Dhabi,Arabic,0.6132075471698113,0.557013550425794,0.004889273989474092,Western Asia,"['OMN', 'SAU']",0.018332590891957646,0.607565011820331,0.07428667904777984,0.0661512976256212,0.06132930513595165,0.5637755102040816,0.11049314052651095,0.6486486486486486,0.007699082360294328,False,True,False,False
Georgia,lari,Tbilisi,Georgian,0.7830188679245282,0.5195222537625195,0.004076324819485894,Western Asia,"['ARM', 'AZE', 'RUS', 'TUR']",0.0010965288010142892,0.5768321513002365,0.13506668917778153,0.07399226946438431,0.4290030211480363,0.39540816326530615,0.1253244345569151,0.4308426073131955,0.002606608142276769,False,True,False,False
Greece,Euro,Athens,Greek,0.7547169811320754,0.44275436059486195,0.007719389840965375,Southern Europe,"['ALB', 'BGR', 'TUR', 'MKD']",0.008737963883082617,0.5602836879432624,0.036299172716528785,0.06736609607951408,0.23564954682779454,0.48214285714285715,0.5609936967000371,0.3990461049284578,0.00736526605869485,False,False,True,False
Armenia,Armenian dram,Yerevan,Armenian,0.7641509433962264,0.5248781532858444,0.0017394176263047165,Western Asia,"['AZE', 'GEO', 'IRN', 'TUR']",0.000822396600760717,0.5768321513002365,0.11396251899375316,0.06902263942573164,0.4169184290030212,0.36862244897959184,0.1779755283648498,0.5453100158982511,0.0020952299781243785,False,True,False,False
Costa Rica,Costa Rican colón,San José,Spanish,0.48113207547169806,0.06427079427989929,0.0029884935560484513,Central America,"['NIC', 'PAN']",0.003186786827947778,0.5650118203309693,0.06331251055208509,0.04688017669795693,0.22356495468277945,0.4005102040816327,0.2665183537263627,0.478537360890302,0.0036364669450836672,True,False,False,False
Tanzania,Tanzanian shilling,Dodoma,English,0.330188679245283,0.4891721564636781,0.0552738165510296,Eastern Africa,"['BDI', 'COD', 'KEN', 'MWI', 'MOZ', 'RWA', 'UGA', 'ZMB']",0.0026385224274406336,0.5957446808510639,0.09707918284653047,0.06847045831032578,0.26586102719033233,0.3622448979591837,0.17018909899888768,0.4610492845786963,0.047046791102019946,False,False,False,False
South Sudan,South Sudanese pound,Juba,English,0.45283018867924524,0.47131915805259494,0.03624601015805839,Middle Africa,"['CAF', 'COD', 'ETH', 'KEN', 'SDN', 'UGA']",0.0003426652503169654,0.5768321513002365,0.2026000337666723,0.6720044174489233,0.37462235649546827,0.36798469387755106,0.1950315164998146,0.48489666136724957,0.00845194465751868,False,False,False,False
Iran,Iranian rial,Tehran,Persian (Farsi),0.6886792452830188,0.5534429507435774,0.09639547590441529,Southern Asia,"['AFG', 'ARM', 'AZE', 'IRQ', 'PAK', 'TUR', 'TKM']",0.014905938388787994,0.5768321513002365,0.3883167313861219,0.26394257316399783,0.21450151057401812,0.3086734693877551,0.12791991101223582,0.546899841017488,0.061052870820193755,False,True,False,False
Mongolia,Mongolian tögrög,Ulan Bator,Mongolian,0.820754716981132,0.7391141342188421,0.09147771828150467,Eastern Asia,"['CHN', 'RUS']",0.0007538635506973239,0.7044917257683215,0.2026000337666723,0.09497515184980673,0.13293051359516614,0.45408163265306123,0.11383018168335188,0.3910969793322734,0.002485866075740788,False,True,False,False
Moldova,Moldovan leu,Chișinău,Romanian,0.830188679245283,0.4677485583703783,0.0019793838453307285,Eastern Europe,"['ROU', 'UKR']",0.0005482644005071446,0.5862884160756502,0.10552085092014182,0.09387078961899503,0.1299093655589124,0.548469387755102,0.11976269929551353,0.31160572337042924,0.001690388931503736,False,False,True,False
New Zealand,New Zealand dollar,Wellington,English,0.0,0.9854855122917895,0.015818293597257137,Australia and New Zealand,"['CHN', 'IND']",0.008840763458177707,0.5791962174940899,0.050650008441668073,0.06515737161789067,0.1540785498489426,0.36989795918367346,0.15906562847608455,0.41017488076311603,0.003778516435125998,False,False,False,True
Somalia,Somali shilling,Mogadishu,Arabic,0.48113207547169806,0.5391605520147109,0.037293603361859,Eastern Africa,"['DJI', 'ETH', 'KEN']",0.0003426652503169654,0.5768321513002365,0.08863751477291913,0.07454445057979017,0.1540785498489426,0.36798469387755106,0.1950315164998146,0.48489666136724957,0.013473394130515072,False,False,False,False
Guyana,Guyanese dollar,Georgetown,English,0.43396226415094336,0.15353578633531503,0.012572462443587718,South America,"['BRA', 'SUR', 'VEN']",0.0007881300757290204,0.5768321513002365,0.08441668073611346,0.07344008834897847,0.30513595166163143,0.2602040816326531,0.08157211716722285,0.8918918918918919,0.0005255831131566238,True,False,False,False
India,Indian rupee,New Delhi,English,0.5754716981132075,0.6391373431167765,0.19227639709382532,Southern Asia,"['BGD', 'BTN', 'MMR', 'CHN', 'NPL', 'PAK']",0.13401637939896519,0.607565011820331,0.0928583488097248,0.058807288790723354,0.1540785498489426,0.326530612244898,0.29399332591768634,0.49125596184419706,0.9933236739680105,False,True,False,False
Niger,West African CFA franc,Niamey,French,0.5377358490566038,0.39276596504382916,0.07410107598688646,Western Africa,"['DZA', 'BEN', 'BFA', 'TCD', 'LBY', 'MLI', 'NGA']",0.0006167974505705377,0.5768321513002365,0.08863751477291913,0.0,0.00906344410876133,0.3392857142857143,0.1657397107897664,0.3917329093799682,0.019169578681212537,False,False,False,False
Republic of the Congo,Central African CFA franc,Brazzaville,French,0.3773584905660377,0.4177601628193455,0.02000194057400287,Middle Africa,"['AGO', 'CMR', 'CAF', 'COD', 'GAB']",0.00047973135044375155,0.5768321513002365,0.07597501266250212,0.07785753727222529,0.595166163141994,0.5178571428571428,0.3451983685576567,0.5389507154213036,0.004467456461831302,False,False,False,False
South Korea,South Korean won,Seoul,Korean,0.7358490566037735,0.8194526270687162,0.0058607190048340875,Eastern Asia,['PRK'],0.058630024329232776,0.574468085106383,0.04220834036805673,0.061844284925455545,0.07250755287009063,0.3494897959183674,0.1649981460882462,0.5850556438791732,0.03672689565044462,False,True,False,False
Ivory Coast,West African CFA franc,Yamoussoukro,French,0.4622641509433962,0.346348169175013,0.01885930834853097,Western Africa,"['BFA', 'GHA', 'GIN', 'LBR', 'MLI']",0.002912654627694206,0.5768321513002365,0.08863751477291913,0.04583103257868581,0.06646525679758307,0.3469387755102041,0.12458286985539488,0.42448330683624796,0.02264979118724964,False,False,False,False
Maldives,Maldivian rufiyaa,Malé,Maldivian,0.41745283018867924,0.62485494438791,1.7427524724682217e-05,Southern Asia,"['CHN', 'IND']",0.0001713326251584827,0.5768321513002365,0.11818335303055884,0.07123136388735504,0.13595166163141992,0.1301020408163266,0.2228401928068224,0.1764705882352941,0.00034802125060371037,False,True,False,False
Serbia,Serbian dinar,Belgrade,Serbian,0.8018867924528301,0.4391837609126453,0.005167723701582998,Southeast Europe,"['BIH', 'BGR', 'HRV', 'HUN', 'UNK', 'MKD', 'MNE', 'ROU']",0.002981187677757599,0.5460992907801419,0.09707918284653047,0.07730535615681944,0.2719033232628399,0.39285714285714285,0.16648127549128663,0.4006359300476947,0.004637915849882099,False,False,True,False
Mali,West African CFA franc,Bamako,French,0.5471698113207547,0.3499187688572296,0.07253319531429339,Western Africa,"['DZA', 'BFA', 'GIN', 'CIV', 'MRT', 'NER', 'SEN']",0.0008566631257924135,0.5768321513002365,0.08863751477291913,0.07951408061844284,0.09063444108761329,0.3775510204081633,0.1950315164998146,0.3825119236883942,0.01735844768317282,False,False,False,False
Algeria,Algerian dinar,Algiers,Arabic,0.6509433962264151,0.374912966632746,0.13929731848341972,Northern Africa,"['TUN', 'LBY', 'NER', 'ESH', 'MRT', 'MLI', 'MAR']",0.008977829558304493,1.0,0.050650008441668073,0.049033683048039754,0.34229607250755284,0.21173469387755103,0.1627734519836856,0.5214626391096979,0.03321827324639905,False,False,False,False
Laos,Lao kip,Vientiane,Lao,0.5566037735849056,0.7391141342188421,0.013849260524883568,South-Eastern Asia,"['MMR', 'KHM', 'CHN', 'THA', 'VNM']",0.0005139978754754481,0.5768321513002365,0.16039169339861556,0.07951408061844284,0.033232628398791535,0.3903061224489796,0.24623655913978493,0.5519872813990461,0.005404983096110686,False,True,False,False
Cameroon,Central African CFA franc,Yaoundé,English,0.4433962264150943,0.40704836377269565,0.027806369576993152,Middle Africa,"['CAF', 'TCD', 'COG', 'GNQ', 'GAB', 'NGA']",0.0016790597265531305,0.624113475177305,0.07597501266250212,0.06847045831032578,0.10271903323262839,0.43112244897959184,0.14979606970708195,0.4499205087440381,0.02063979090315066,False,False,False,False
Finland,Euro,Helsinki,Finnish,0.990566037735849,0.45703675932372845,0.019792796240774253,Northern Europe,"['NOR', 'SWE', 'RUS']",0.010211424459445569,0.5602836879432624,0.036299172716528785,0.05135284373274434,0.2960725075528701,0.336734693877551,0.29588431590656283,0.5007949125596184,0.0039489758231767945,False,False,True,False
Zimbabwe,Zimbabwean dollar,Harare,Chibarwe,0.1981132075471698,0.47131915805259494,0.022853520623003915,Southern Africa,"['BWA', 'MOZ', 'ZAF', 'ZMB']",0.0014391940513312545,0.5768321513002365,0.5909167651527942,0.57923799006074,0.256797583081571,0.41836734693877553,0.3140526510938079,0.5214626391096979,0.010753146396204437,False,False,False,False
Bolivia,Bolivian boliviano,Sucre,Aymara,0.22641509433962262,0.13211218824201526,0.0642509978386676,South America,"['ARG', 'BRA', 'CHL', 'PRY', 'PER']",0.001644793201521434,0.7468085106382979,0.0683775113962519,0.1875207067918277,0.06948640483383685,0.25,0.34371523915461627,0.45786963434022254,0.008785760959118157,True,False,False,False
Lesotho,Lesotho loti,Maseru,English,0.10849056603773582,0.46596325852927,0.001775210784004916,Southern Africa,['ZAF'],0.0,0.5491725768321514,0.11818335303055884,0.07399226946438431,0.48338368580060426,0.6632653061224489,0.2139414163885799,0.49443561208267084,0.0016335691354868037,False,False,False,False
Hungary,Hungarian forint,Budapest,Hungarian,0.830188679245283,0.4356131612304287,0.00544067577182292,Central Europe,"['AUT', 'HRV', 'ROU', 'SRB', 'SVK', 'SVN', 'UKR']",0.007572902032004935,0.5697399527186762,0.1097416849569475,0.07399226946438431,0.13293051359516614,0.3239795918367347,0.26399703374119393,0.5357710651828298,0.006775760675019177,False,False,True,False
Turkmenistan,Turkmenistan manat,Ashgabat,Russian,0.7641509433962264,0.5784371485190938,0.02854667969164859,Central Asia,"['AFG', 'IRN', 'KAZ', 'UZB']",0.0021245245519651854,0.5768321513002365,0.08863751477291913,0.08061844284925455,0.12356495468277945,0.46938775510204084,0.008527994067482388,0.5945945945945945,0.005291343504076821,False,True,False,False
Norway,Norwegian krone,Oslo,Norwegian Nynorsk,0.9716981132075471,0.3999071644082624,0.018937620502388106,Northern Europe,"['FIN', 'SWE', 'RUS']",0.016516465065277732,0.5791962174940899,0.07175417862569644,0.06847045831032578,0.16012084592145015,0.7857142857142856,0.19577308120133483,0.7662957074721779,0.003913463450666212,False,False,True,False
Peru,Peruvian sol,Lima,Aymara,0.29245283018867924,0.09283559173763234,0.07516644879843358,South America,"['BOL', 'BRA', 'CHL', 'COL', 'ECU']",0.009834492684096906,0.574468085106383,0.07597501266250212,0.05958034235229155,0.18126888217522658,0.3673469387755102,0.11308861698183166,0.5357710651828298,0.024148413307196227,True,False,False,False
Cuba,Cuban convertible peso,Havana,Spanish,0.5896226415094339,0.07855319300876584,0.006426508232925153,Caribbean,"['CHN', 'IND']",0.0035979851283281365,0.5768321513002365,0.03798750633125106,0.12959690778575372,0.042296072507552865,0.1658163265306123,0.43270300333704115,0.49284578696343395,0.006896502741555158,True,False,False,False
Lithuania,Euro,Vilnius,Lithuanian,0.9150943396226414,0.4498955599592952,0.0038189883915759615,Northern Europe,"['BLR', 'LVA', 'POL', 'RUS']",0.0028441215776308128,0.5650118203309693,0.036299172716528785,0.07123136388735504,0.256797583081571,0.41581632653061223,0.13311086392287727,0.5310015898251191,0.0020242052331032132,False,False,True,False
Mauritius,Mauritian rupee,Port Louis,English,0.19544025160377354,0.569689179297663,0.00011919238485270109,Eastern Africa,"['CHN', 'IND']",0.000445464825412055,0.5815602836879433,0.07597501266250212,0.078961899503037,0.1782477341389728,0.3035714285714286,0.29588431590656283,0.43402225755166923,0.0008665018892582176,False,False,False,False
Saudi Arabia,Saudi riyal,Riyadh,Arabic,0.6226415094339622,0.5248781532858444,0.12572568770320885,Western Asia,"['IRQ', 'JOR', 'KWT', 'OMN', 'QAT', 'ARE', 'YEM']",0.042353424939176924,0.6099290780141844,0.08441668073611346,0.061844284925455545,0.08157099697885195,0.3775510204081633,0.10233592880978865,0.5945945945945945,0.02504332509446291,False,True,False,False
Benin,West African CFA franc,Porto-Novo,French,0.4764150943396226,0.3722350168710835,0.006586641673747289,Western Africa,"['BFA', 'NER', 'NGA', 'TGO']",0.0006510639756022342,0.5768321513002365,0.08863751477291913,0.05577029265599116,0.039274924471299086,0.35459183673469385,0.18798665183537264,0.3990461049284578,0.009737492542401773,False,False,False,False
Slovakia,Euro,Bratislava,Slovak,0.8459119496226415,0.4338278613893204,0.0028678378626897714,Central Europe,"['AUT', 'CZE', 'HUN', 'POL', 'UKR']",0.004797313504437515,0.5626477541371159,0.036299172716528785,0.07454445057979017,0.14803625377643503,0.3137755102040817,0.21134593993325917,0.45627980922098565,0.003821131282138697,False,False,True,False
Cape Verde,Cape Verdean escudo,Praia,Portuguese,0.5428188679245283,0.281928123828397,0.00023575408958554107,Western Africa,"['CHN', 'IND']",3.4266525031696545e-05,0.4893617021276596,0.04220834036805673,0.06515737161789067,0.35649546827794565,0.375,0.396366332962551,0.40858505564387915,0.00039063609761640956,False,False,False,False
Uzbekistan,Uzbekistani soʻm,Tashkent,Russian,0.7735849056603773,0.5927195472479603,0.026166317733481714,Central Asia,"['AFG', 'KAZ', 'KGZ', 'TJK', 'TKM']",0.0038721173285817087,0.5768321513002365,0.23636670606111768,0.09939260077305356,0.13293051359516614,0.37244897959183676,0.12124582869855394,0.4213036565977742,0.02610869626978039,False,True,False,False
Sweden,Swedish krona,Stockholm,Swedish,0.9716981132075471,0.4177601628193455,0.02633563340593609,Northern Europe,"['FIN', 'NOR']",0.020834047219271495,0.5626477541371159,0.03376667229444538,0.054665930425179456,0.23867069486404832,0.4107142857142857,0.11568409343715239,0.5961844197138314,0.007493110599732947,False,False,True,False
Bangladesh,Bangladeshi taka,Dhaka,Bengali,0.6132075471698113,0.6855551389855927,0.008630594737973727,Southern Asia,"['MMR', 'IND']",0.01535140321420005,0.697872340425532,0.1688333614722269,0.09745996686913308,0.1389728096676737,0.3316326530612245,0.10901001112347052,0.478537360890302,0.12185005255831131,False,True,False,False
Taiwan,New Taiwan dollar,Taipei,Chinese,0.6084905660377358,0.7962437291343081,0.0021166494353999587,Eastern Asia,"['CHN', 'IND']",0.025871226398930885,0.632387706855792,0.03376667229444538,0.05875207067918277,0.09758308157099697,0.45918367346938777,0.09603262884686689,0.7503974562798091,0.01659138043694423,False,True,False,False
